동네,NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
성수,7035,서울특별시 성동구 성수동1가,656-572,0656,0572,성수리치빌A동,월세,16.9000,202608,07,"4,000",55,4,2016,뚝섬로1가길 29,202608~202808,신규,-,,,연립다세대
사당,7038,서울특별시 동작구 사당동,1047-9,1047,0009,봄빛하우스,월세,29.3200,202608,07,"13,000",6,3,2013,남부순환로265나길 3-1,202609~202809,신규,-,,,연립다세대
사당,7040,서울특별시 동작구 사당동,1047-9,1047,0009,봄빛하우스,월세,29.3200,202608,07,"13,000",6,3,2013,남부순환로265나길 3-1,202609~202809,신규,-,,,연립다세대
사당,7041,서울특별시 동작구 사당동,1039-18,1039,0018,신영움트빌,월세,42.9200,202608,07,"2,000",84,2,2002,남부순환로269가길 12,202609~202809,신규,-,,,연립다세대
성수,7043,서울특별시 성동구 성수동1가,656-399,0656,0399,프라임27A,전세,29.9200,202608,07,"23,000",0,5,2015,왕십리로10길 11,202608~202808,신규,-,,,연립다세대
사당,7053,서울특별시 동작구 사당동,1038-37,1038,0037,경운빌라,월세,71.1300,202608,07,"14,000",99,2,1986,동작대로7길 64,202608~202808,갱신,-,"14,000",95,연립다세대
신림,7058,서울특별시 관악구 신림동,102-24,0102,0024,(102-24),전세,57.5500,202608,07,"18,000",0,1,2002,복은8길 28,202609~202809,신규,-,,,연립다세대
신림,7059,서울특별시 관악구 신림동,598-44,0598,0044,운서빌라트4,월세,60.1400,202608,07,"18,000",20,2,2001,법원단지5다길 31,202610~202810,갱신,사용,"18,000",0,연립다세대
신림,7060,서울특별시 관악구 신림동,610-292,0610,0292,청림주택,월세,73.9900,202608,07,"22,000",20,4,1997,법원단지길 158-8,202610~202810,신규,-,,,연립다세대
신림,7061,서울특별시 관악구 신림동,704-44,0704,0044,동현아트빌(704-44),전세,24.6100,202608,07,"12,000",0,5,2012,난곡로 179-6,202608~202808,갱신,-,"12,000",0,연립다세대
신림,7062,서울특별시 관악구 신림동,244-23,0244,0023,성산원룸,월세,12.9200,202608,07,300,48,3,2012,대학7길 47-8,202608~202702,신규,-,,,연립다세대
신림,7063,서울특별시 관악구 신림동,532-20,0532,0020,상록하우스,월세,39.4000,202608,07,"3,000",120,4,2013,조원로18길 11,202608~202808,신규,-,,,연립다세대
신림,7064,서울특별시 관악구 신림동,103-207,0103,0207,좋은집,월세,12.4000,202608,07,"1,000",40,4,2014,신림로 70,202608~202708,신규,-,,,연립다세대
신림,7065,서울특별시 관악구 신림동,489-17,0489,0017,이도파크빌,월세,45.2100,202608,07,"3,348",35,4,2023,남부순환로159길 35,202609~202808,갱신,-,"3,348",35,연립다세대
합정,7080,서울특별시 마포구 합정동,74-25,0074,0025,강변타운(74-25),전세,35.3100,202608,07,"23,900",0,2,1989,토정로4길 51,202609~202809,갱신,-,"23,900",0,연립다세대
역삼,7087,서울특별시 강남구 역삼동,780-11,0780,0011,집앤사파시앙스,전세,25.1900,202608,07,"40,000",0,5,2026,언주로67길 21,202608~202808,신규,-,,,연립다세대
역삼,7088,서울특별시 강남구 역삼동,782,0782,0000,두산위브파빌리온역삼,월세,56.0910,202608,07,"5,000",460,6,2025,도곡로25길 18,202608~202808,신규,-,,,연립다세대
역삼,7089,서울특별시 강남구 역삼동,664-1,0664,0001,더힐스,전세,27.4500,202608,07,"45,000",0,5,2021,언주로99길 29,202609~202808,신규,-,,,연립다세대
합정,7094,서울특별시 마포구 합정동,434-15,0434,0015,원스빌,전세,17.0500,202608,07,"13,000",0,2,2011,월드컵로7길 87-4,202609~202808,신규,-,,,연립다세대
합정,7095,서울특별시 마포구 합정동,453-1,0453,0001,태원빌라,월세,60.0200,202608,07,"20,000",12,4,2010,동교로8길 26,202610~202810,신규,-,,,연립다세대
합정,7096,서울특별시 마포구 합정동,430-3,0430,0003,두레주택,월세,56.4200,202608,07,"30,000",10,4,2001,월드컵로7안길 19,202609~202809,신규,-,,,연립다세대
합정,7097,서울특별시 마포구 합정동,361-9,0361,0009,삼호빌라,전세,33.1100,202608,07,"20,000",0,1,1988,독막로4길 35,202608~202707,갱신,-,"20,000",0,연립다세대
성수,7101,서울특별시 성동구 성수동1가,656-399,0656,0399,프라임27A,전세,29.9200,202608,07,"23,000",0,5,2015,왕십리로10길 11,202608~202808,신규,-,,,연립다세대
건대입구,7114,서울특별시 광진구 구의동,210-92,0210,0092,아이빌B,전세,43.7000,202608,07,"30,000",0,2,2017,아차산로59길 26-3,202609~202809,신규,-,,,연립다세대
노원,7132,서울특별시 노원구 월계동,392-45,0392,0045,에이플러스빌,전세,21.4500,202608,06,"7,000",0,3,2016,광운로13길 23,202608~202802,신규,-,,,연립다세대
노원,7133,서울특별시 노원구 월계동,392-45,0392,0045,에이플러스빌,전세,21.4500,202608,06,"7,000",0,3,2016,광운로13길 23,202608~202802,신규,-,,,연립다세대
노원,7136,서울특별시 노원구 월계동,390-10,0390,0010,시원하림스위트,월세,29.9300,202608,06,"16,000",10,3,2018,광운로17길 13,202608~202808,신규,-,,,연립다세대
노원,7141,서울특별시 노원구 공릉동,503-9,0503,0009,(503-9),월세,13.3200,202608,06,300,33,4,2013,동일로186길 53-8,202608~202708,신규,-,,,연립다세대
노원,7142,서울특별시 노원구 공릉동,513-22,0513,0022,힐링하우스,월세,13.8300,202608,06,"1,000",40,5,2013,동일로186길 26,202608~202708,신규,-,,,연립다세대
노원,7143,서울특별시 노원구 공릉동,375-8,0375,0008,(375-8),월세,16.7700,202608,06,547,24,3,2021,동일로192가길 35,202608~202808,갱신,-,531,23,연립다세대
노원,7144,서울특별시 노원구 공릉동,270-66,0270,0066,스위트휴,월세,29.7600,202608,06,100,23,5,2024,노원로1길 86,202608~202810,신규,-,,,연립다세대
노원,7155,서울특별시 노원구 상계동,158-1,0158,0001,유성빌라E동,월세,36.1000,202608,06,"12,000",20,1,1991,한글비석로24가길 50,202610~202810,신규,-,,,연립다세대
노원,7156,서울특별시 노원구 상계동,1118-16,1118,0016,수락래미안,월세,14.9600,202608,06,"3,000",35,4,2011,동일로239가길 6,202608~202808,신규,-,,,연립다세대
노원,7157,서울특별시 노원구 상계동,71-42,0071,0042,한진빌라,월세,43.0800,202608,06,"17,000",10,1,1996,덕릉로130길 13,202609~202809,신규,-,,,연립다세대
상도,7180,서울특별시 동작구 상도동,2-10,0002,0010,거봉빌라,전세,93.8200,202608,06,"37,800",0,2,1998,만양로2길 58,202610~202810,갱신,사용,"36,000",0,연립다세대
상도,7181,서울특별시 동작구 상도동,28-3,0028,0003,그린하트빌,월세,57.0000,202608,06,"25,000",20,2,2003,상도로34가길 25,202610~202810,신규,-,,,연립다세대
상도,7182,서울특별시 동작구 상도동,56-52,0056,0052,은혜빌라(56-52),월세,48.7100,202608,06,"15,000",40,1,1993,상도로47길 56-4,202609~202809,신규,-,,,연립다세대
상도,7183,서울특별시 동작구 상도동,264-205,0264,0205,성림하이츠,월세,30.3300,202608,06,"10,000",30,1,1991,성대로 92,202609~202809,갱신,-,"2,000",60,연립다세대
상도,7184,서울특별시 동작구 상도동,264-205,0264,0205,성림하이츠,월세,30.3300,202608,06,"10,000",30,1,1991,성대로 92,202609~202809,갱신,-,"2,000",60,연립다세대
상도,7185,서울특별시 동작구 상도동,264-205,0264,0205,성림하이츠,월세,30.3300,202608,06,"10,000",30,1,1991,성대로 92,202609~202809,갱신,-,"2,000",60,연립다세대
상도,7186,서울특별시 동작구 상도동,203-29,0203,0029,노블레스,월세,33.2200,202608,06,"11,300",65,4,2018,양녕로29길 22,202608~202708,갱신,-,"11,300",65,연립다세대
상도,7187,서울특별시 동작구 상도동,203-29,0203,0029,노블레스,월세,33.2200,202608,06,"11,300",65,4,2018,양녕로29길 22,202608~202708,갱신,-,"11,300",65,연립다세대
역삼,7188,서울특별시 강남구 역삼동,704-43,0704,0043,RAUM,월세,19.4400,202608,06,"12,600",15,3,2012,테헤란로47길 19,202609~202809,신규,-,,,연립다세대
역삼,7189,서울특별시 강남구 역삼동,697-21,0697,0021,서전빌,월세,31.0300,202608,06,"3,000",100,2,2004,선릉로103길 21-20,202608~202808,신규,-,,,연립다세대
사당,7198,서울특별시 동작구 사당동,300-104,0300,0104,새문빌라트(300-104),전세,53.5900,202608,06,"18,900",0,5,2003,사당로16사길 52,202608~202808,갱신,사용,"18,000",0,연립다세대
사당,7199,서울특별시 동작구 사당동,180-19,0180,0019,선영나동,전세,41.3900,202608,06,"10,000",0,-1,1988,사당로23길 247-3,202608~202808,갱신,-,"7,000",30,연립다세대
사당,7200,서울특별시 동작구 사당동,1048-12,1048,0012,대도하이츠빌라(1048-12),전세,57.0300,202608,06,"24,000",0,1,1993,남부순환로257가길 10,202608~202610,갱신,-,"24,000",0,연립다세대
사당,7201,서울특별시 동작구 사당동,1048-12,1048,0012,대도하이츠빌라(1048-12),전세,57.0300,202608,06,"24,000",0,1,1993,남부순환로257가길 10,202608~202610,갱신,-,"24,000",0,연립다세대
사당,7202,서울특별시 동작구 사당동,1048-12,1048,0012,대도하이츠빌라(1048-12),전세,57.0300,202608,06,"26,800",0,1,1993,남부순환로257가길 10,202610~202810,신규,-,,,연립다세대
사당,7203,서울특별시 동작구 사당동,241-35,0241,0035,마인하우스,월세,59.4500,202608,06,"40,000",20,2,2018,사당로10가길 4,202609~202809,갱신,-,"42,000",0,연립다세대
신림,7234,서울특별시 관악구 신림동,10-436,0010,0436,동산빌라(10-436),월세,36.4500,202608,06,"13,000",55,3,1993,남부순환로194길 31-3,202609~202809,신규,-,,,연립다세대
신림,7235,서울특별시 관악구 신림동,90-152,0090,0152,한양아트빌리지,월세,37.5400,202608,06,"12,400",15,2,1993,신림로50길 17-17,202608~202808,신규,-,,,연립다세대
신림,7236,서울특별시 관악구 신림동,409-207,0409,0207,신림파크빌라가동,월세,30.4200,202608,06,"9,360",2,2,1992,서원6길 15,202609~202809,신규,-,,,연립다세대
신림,7237,서울특별시 관악구 신림동,610-143,0610,0143,신안빌라(610-143),월세,41.3500,202608,06,"15,000",20,3,1993,법원단지9길 48,202609~202809,신규,-,,,연립다세대
신림,7238,서울특별시 관악구 신림동,610-242,0610,0242,장미빌라(610-242),월세,35.8200,202608,06,"10,800",20,4,1993,법원단지10길 56,202609~202809,신규,-,,,연립다세대
신림,7239,서울특별시 관악구 신림동,611-92,0611,0092,우석빌라13차,월세,35.5800,202608,06,"12,000",20,4,1995,법원단지길 77,202609~202809,신규,-,,,연립다세대
신림,7240,서울특별시 관악구 신림동,667-13,0667,0013,현대빌라트,월세,65.8800,202608,06,"14,500",35,2,2000,난곡로 90-17,202610~202810,신규,-,,,연립다세대
신림,7241,서울특별시 관악구 신림동,619-51,0619,0051,소노펠리체I,전세,29.9200,202608,06,"17,600",0,4,2012,난곡로34가길 7,202609~202809,신규,-,,,연립다세대
신림,7242,서울특별시 관악구 신림동,1461-7,1461,0007,가윤,월세,14.0100,202608,06,"1,000",46,8,2017,관천로12길 28-6,202609~202709,신규,-,,,연립다세대
신림,7243,서울특별시 관악구 신림동,654-9,0654,0009,펠리체빌리지,전세,33.7500,202608,06,"21,500",0,6,2018,난곡로24길 64,202608~202808,갱신,-,"20,000",0,연립다세대
건대입구,7247,서울특별시 광진구 화양동,1-1,0001,0001,퍼스트하우스,월세,15.0000,202608,06,"3,000",55,2,2014,능동로15길 19,202608~202808,신규,-,,,연립다세대
건대입구,7248,서울특별시 광진구 화양동,46-46,0046,0046,(46-46),월세,16.7200,202608,06,500,63,2,2010,아차산로27길 5,202609~202809,신규,-,,,연립다세대
건대입구,7249,서울특별시 광진구 화양동,132-31,0132,0031,(132-31),전세,78.6600,202608,06,"14,000",0,1,1996,능동로17길 53,202609~202809,신규,-,,,연립다세대
공덕,7251,서울특별시 마포구 공덕동,17-67,0017,0067,헤이븐오피스텔,월세,16.5570,202608,06,"1,000",66,17,2020,만리재로 99,202609~202709,신규,-,,,연립다세대
건대입구,7252,서울특별시 광진구 자양동,621-56,0621,0056,송림하우스,전세,29.9700,202608,06,"25,200",0,2,2017,자양로13나길 32-8,202609~202809,신규,-,,,연립다세대
건대입구,7253,서울특별시 광진구 자양동,621-56,0621,0056,송림하우스,전세,29.9700,202608,06,"25,200",0,2,2017,자양로13나길 32-8,202609~202809,신규,-,,,연립다세대
건대입구,7254,서울특별시 광진구 자양동,57-140,0057,0140,57-140,월세,14.7200,202608,06,"1,000",60,5,2017,뚝섬로24길 71,202610~202810,신규,-,,,연립다세대
건대입구,7259,서울특별시 광진구 자양동,653-16,0653,0016,준빌리지,월세,29.9800,202608,06,"25,000",25,4,2016,뚝섬로 649-5,202609~202809,갱신,사용,"25,000",20,연립다세대
건대입구,7260,서울특별시 광진구 자양동,687-3,0687,0003,동일빌,월세,26.8900,202608,06,"13,000",22,2,2016,자양로4길 44,202609~202809,갱신,사용,"13,000",19,연립다세대
건대입구,7261,서울특별시 광진구 자양동,663-28,0663,0028,자양동빌라,월세,79.8000,202608,06,"32,370",6,2,2004,자양로5길 51-5,202608~202808,갱신,-,"32,370",0,연립다세대
건대입구,7262,서울특별시 광진구 자양동,640-5,0640,0005,(640-5),월세,106.5900,202608,06,"1,000",40,3,2002,뚝섬로52마길 7,202609~202809,신규,-,,,연립다세대
건대입구,7279,서울특별시 광진구 구의동,70-16,0070,0016,광명하우스,전세,28.4500,202608,06,"21,000",0,2,2019,천호대로134길 52,202609~202809,갱신,사용,"20,000",0,연립다세대
건대입구,7280,서울특별시 광진구 구의동,587-84,0587,0084,동서울ART빌라,전세,83.6400,202608,06,"45,000",0,2,1992,구의강변로 59,202608~202808,신규,-,,,연립다세대
건대입구,7281,서울특별시 광진구 구의동,70-23,0070,0023,(70-23),전세,42.6500,202608,06,"15,400",0,2,2002,천호대로134길 38,202610~202810,신규,-,,,연립다세대
건대입구,7282,서울특별시 광진구 구의동,47-20,0047,0020,(47-20),월세,24.9400,202608,06,"2,000",44,2,2002,자양로46길 7,202610~202810,신규,-,,,연립다세대
합정,7287,서울특별시 마포구 합정동,436-19,0436,0019,젤라빌리지,전세,49.6800,202608,06,"30,000",0,3,1992,포은로2가길 13,202609~202809,신규,-,,,연립다세대
합정,7288,서울특별시 마포구 합정동,434-21,0434,0021,영성주택,전세,60.0000,202608,06,"18,900",0,-1,1997,포은로2길 17,202609~202809,신규,-,,,연립다세대
합정,7289,서울특별시 마포구 합정동,393-16,0393,0016,현대빌라,전세,58.7200,202608,06,"27,500",0,4,1995,월드컵로3길 65-3,202610~202810,갱신,-,"23,500",0,연립다세대
합정,7295,서울특별시 마포구 합정동,358-1,0358,0001,신화그린빌라2,월세,54.4300,202608,06,"6,000",100,1,1993,어울마당로1길 15,202610~202810,신규,-,,,연립다세대
성수,7312,서울특별시 성동구 성수동2가,289-162,0289,0162,대명아트빌,월세,28.6600,202608,06,"23,110",5,3,2020,광나루로 248-26,202609~202809,갱신,사용,"23,110",0,연립다세대
성수,7322,서울특별시 성동구 성수동1가,13-266,0013,0266,서울숲무지개,월세,18.0300,202608,06,"25,000",25,7,2023,상원6나길 30,202610~202810,신규,-,,,연립다세대
성수,7323,서울특별시 성동구 성수동1가,656-1805,0656,1805,영동주택3동,전세,36.5400,202608,06,"21,878",0,2,1990,왕십리로4가길 12,202609~202809,갱신,사용,"20,837",0,연립다세대
왕십리,7338,서울특별시 성동구 도선동,314,0314,0000,로젠빌,월세,14.1700,202608,06,"13,900",8,2,2012,왕십리로28가길 15,202609~202809,갱신,사용,"13,900",5,연립다세대
홍대,7419,서울특별시 마포구 상수동,322-7,0322,0007,(322-7),전세,19.9600,202608,06,"16,000",0,3,2008,와우산로7길 26,202609~202809,신규,-,,,연립다세대
신촌,7421,서울특별시 서대문구 창천동,4-121,0004,0121,(4-121),월세,11.4800,202608,06,300,45,3,1983,연세로2라길 13,202609~202709,신규,-,,,연립다세대
신촌,7422,서울특별시 서대문구 창천동,418,0418,0000,오즈빌,월세,13.8500,202608,06,500,65,3,2011,연희로2안길 7-25,202610~202710,신규,-,,,연립다세대
수유,7425,서울특별시 강북구 수유동,472-358,0472,0358,아가페하우스,월세,18.0800,202608,06,500,55,4,2017,삼양로81길 70,202608~202808,신규,-,,,연립다세대
수유,7426,서울특별시 강북구 수유동,433-9,0433,0009,한아름그린빌라,월세,51.8200,202608,06,"13,000",20,2,1996,인수봉로 197-30,202610~202810,갱신,-,"12,000",0,연립다세대
노원,7470,서울특별시 노원구 상계동,1017-1,1017,0001,양지쉐르빌,전세,59.7300,202608,05,"28,759",0,4,2020,동일로230나길 37,202608~202812,신규,-,,,연립다세대
수유,7473,서울특별시 강북구 수유동,130-29,0130,0029,설악빌라트12차,월세,49.4000,202608,05,"13,000",23,3,2003,수유로17나길 4-8,202608~202808,갱신,사용,"13,000",20,연립다세대
상도,7475,서울특별시 동작구 상도동,56-71,0056,0071,무지개빌라,전세,41.2700,202608,05,"8,400",0,-1,1992,상도로47나길 29,202609~202809,신규,-,,,연립다세대
수유,7476,서울특별시 강북구 수유동,435-24,0435,0024,은진하이빌(435-24),월세,63.6250,202608,05,"2,000",80,2,2008,인수봉로55길 10-9,202609~202809,신규,-,,,연립다세대
수유,7477,서울특별시 강북구 수유동,252-161,0252,0161,청호캐스빌,월세,39.7300,202608,05,"1,000",135,2,2012,노해로27길 53,202608~202808,신규,-,,,연립다세대
역삼,7480,서울특별시 강남구 역삼동,781-16,0781,0016,스타빌,월세,29.4000,202608,05,"1,000",95,4,2002,논현로68길 28,202608~202808,신규,-,,,연립다세대
노원,7481,서울특별시 노원구 상계동,1053,1053,0000,시온빌라트,전세,55.1900,202608,05,"25,953",0,2,2021,동일로237라길 19,202608~202812,신규,-,,,연립다세대
건대입구,7482,서울특별시 광진구 구의동,234-10,0234,0010,노블2,월세,45.4500,202608,05,"23,750",28,5,2015,자양로32길 15,202610~202810,갱신,-,"23,750",23,연립다세대
건대입구,7483,서울특별시 광진구 구의동,234-10,0234,0010,노블2,월세,45.4500,202608,05,"23,750",28,5,2015,자양로32길 15,202610~202810,갱신,사용,"23,750",23,연립다세대
노원,7492,서울특별시 노원구 상계동,1053,1053,0000,시온빌라트,전세,55.1900,202608,05,"25,953",0,2,2021,동일로237라길 19,202608~202812,신규,-,,,연립다세대
건대입구,7496,서울특별시 광진구 구의동,234-10,0234,0010,노블2,월세,45.4500,202608,05,"23,750",28,5,2015,자양로32길 15,202610~202810,갱신,사용,"23,750",23,연립다세대
건대입구,7497,서울특별시 광진구 구의동,642-3,0642,0003,구의동에코하임,월세,28.0700,202608,05,"3,000",105,4,2023,광나루로30다길 7,202608~202808,신규,-,,,연립다세대
역삼,7510,서울특별시 강남구 역삼동,781-24,0781,0024,(781-24),월세,29.2800,202608,05,"1,000",65,3,2003,도곡로33길 23,202608~202808,갱신,-,"1,000",62,연립다세대
상도,7513,서울특별시 동작구 상도동,283-187,0283,0187,청화빌라가동,월세,40.3000,202608,05,"14,800",10,1,1989,성대로6가길 155,202609~202809,신규,-,,,연립다세대
신림,7515,서울특별시 관악구 신림동,1531,1531,0000,유인빌딩,전세,25.9750,202608,05,"19,400",0,3,2019,호암로 592,202609~202809,신규,-,,,연립다세대
신림,7516,서울특별시 관악구 신림동,768-2,0768,0002,쌍용프라임(768-24),월세,35.0600,202608,05,500,20,2,2014,남부순환로142길 60,202608~202808,신규,-,,,연립다세대
신림,7517,서울특별시 관악구 신림동,464-3,0464,0003,목원,월세,16.2400,202608,05,"1,000",57,3,2013,남부순환로167길 5,202608~202808,신규,-,,,연립다세대
신림,7518,서울특별시 관악구 신림동,10-584,0010,0584,(10-584),월세,109.6600,202608,05,"2,000",58,1,2006,남부순환로194길 10,202609~202808,신규,-,,,연립다세대
신림,7519,서울특별시 관악구 신림동,1556-35,1556,0035,(1556-35),월세,43.8300,202608,05,"13,000",30,3,1993,호암로22가길 21,202609~202809,신규,-,,,연립다세대
상도,7526,서울특별시 동작구 상도동,290-56,0290,0056,현대빌라(290-56),전세,33.4500,202608,05,"13,000",0,2,1991,성대로6가길 71-1,202609~202808,신규,-,,,연립다세대
홍대,7537,서울특별시 마포구 동교동,147-40,0147,0040,(147-40),월세,45.8900,202608,05,"20,000",70,3,2001,양화로23길 4-7,202608~202808,신규,-,,,연립다세대
홍대,7539,서울특별시 마포구 동교동,147-40,0147,0040,(147-40),월세,45.8900,202608,05,"20,000",70,3,2001,양화로23길 4-7,202609~202809,신규,-,,,연립다세대
노원,7540,서울특별시 노원구 중계동,75-20,0075,0020,궁전빌라,전세,45.9300,202608,05,"11,990",0,4,1997,중계로14마길 5,202609~202809,신규,-,,,연립다세대
상도,7541,서울특별시 동작구 상도동,7-24,0007,0024,미성렉스빌,전세,73.8400,202608,05,"45,000",0,3,2008,매봉로2길 6,202609~202809,신규,-,,,연립다세대
역삼,7542,서울특별시 강남구 역삼동,778-13,0778,0013,더프라나역삼,전세,29.9700,202608,05,"37,900",0,2,2021,언주로69길 23-8,202608~202808,갱신,-,"37,900",0,연립다세대
역삼,7543,서울특별시 강남구 역삼동,794-23,0794,0023,마이플레이스(794-23),월세,43.0600,202608,05,"47,000",20,6,2019,도곡로17길 16,202608~202808,신규,-,,,연립다세대
합정,7546,서울특별시 마포구 합정동,453-15,0453,0015,한강에듀포레B동,월세,27.8000,202608,05,"7,000",137,3,2021,동교로8길 34,202609~202809,갱신,-,"7,000",130,연립다세대
역삼,7547,서울특별시 강남구 역삼동,698-26,0698,0026,더원스타빌,월세,29.6600,202608,05,"1,000",141,3,2017,테헤란로51길 47,202609~202709,신규,-,,,연립다세대
합정,7549,서울특별시 마포구 합정동,453-15,0453,0015,한강에듀포레B동,월세,27.8000,202608,05,"7,000",137,3,2021,동교로8길 34,202609~202809,갱신,-,"7,000",130,연립다세대
성수,7557,서울특별시 성동구 성수동2가,333-25,0333,0025,오렌지빌,전세,69.6600,202608,05,"23,000",0,3,2002,성덕정11길 7-1,202611~202811,갱신,-,"23,000",0,연립다세대
성수,7565,서울특별시 성동구 성수동2가,321-52,0321,0052,(321-52),월세,26.3400,202608,05,"7,500",59,2,2012,성수일로4가길 9-4,-,-,-,,,연립다세대
신촌,7570,서울특별시 서대문구 대현동,90-42,0090,0042,이대다올노블리움2차(에이동),월세,22.1000,202608,05,"1,000",110,7,2018,이화여대1길 30,202608~202708,신규,-,,,연립다세대
합정,7571,서울특별시 마포구 합정동,198-6,0198,0006,더하우스5차,월세,30.0600,202608,05,"19,000",20,2,2007,토정로 26-4,202609~202809,신규,-,,,연립다세대
합정,7575,서울특별시 마포구 합정동,458-2,0458,0002,청송빌라,전세,33.9900,202608,05,"19,000",0,1,1986,동교로8길 50,202609~202809,신규,-,,,연립다세대
신촌,7577,서울특별시 서대문구 창천동,100-127,0100,0127,(100-127),월세,14.7900,202608,05,"1,000",72,2,2018,신촌로7길 50-3,202608~202702,신규,-,,,연립다세대
신촌,7578,서울특별시 서대문구 창천동,90-55,0090,0055,(90-55),월세,12.8700,202608,05,"2,500",38,4,2011,신촌로7안길 83,202608~202708,신규,-,,,연립다세대
왕십리,7588,서울특별시 성동구 행당동,299-9,0299,0009,화원빌라트,전세,48.8400,202608,05,"24,255",0,3,1997,왕십리로21길 32-1,202609~202808,갱신,사용,"23,100",0,연립다세대
성수,7594,서울특별시 성동구 성수동1가,656-329,0656,0329,자양빌라,전세,67.3500,202608,05,"35,000",0,1,1987,왕십리로6길 34,202609~202809,신규,-,,,연립다세대
역삼,7595,서울특별시 강남구 역삼동,690-36,0690,0036,HAUSTEMC,월세,15.6900,202608,05,"2,000",42,4,2010,언주로100길 17,202608~202708,갱신,-,"2,000",39,연립다세대
역삼,7597,서울특별시 강남구 역삼동,723-22,0723,0022,초이스빌라(723-22),월세,35.6400,202608,05,"5,000",65,4,2002,테헤란로34길 33-5,202608~202808,신규,-,,,연립다세대
노원,7613,서울특별시 노원구 월계동,855-2,0855,0002,한성빌라,월세,32.8200,202608,05,"10,000",10,2,1988,덕릉로60길 298,202608~202808,신규,-,,,연립다세대
안암,7644,서울특별시 성북구 안암동5가,103-25,0103,0025,대륜빌딩,월세,14.0000,202608,05,"1,000",71,5,2019,고려대로26길 14,202608~202708,갱신,-,"1,000",68,연립다세대
안암,7645,서울특별시 성북구 안암동4가,15-5,0015,0005,MAIBAUM안암,월세,12.6800,202608,05,"2,500",29,2,2011,안암로5길 54-4,202608~202808,신규,-,,,연립다세대
안암,7647,서울특별시 성북구 안암동2가,68,0068,0000,화이트빌,월세,24.5700,202608,05,"5,000",85,3,2014, ,202608~202808,갱신,-,"5,000",81,연립다세대
합정,7662,서울특별시 마포구 합정동,360-22,0360,0022,동삼주택(360-22),전세,37.5900,202608,05,"15,000",0,-1,1988,독막로8길 34,202609~202809,신규,-,,,연립다세대
안암,7664,서울특별시 성북구 안암동1가,87-1,0087,0001,성종그린빌,월세,41.5000,202608,05,"10,000",60,2,2001,고려대로7길 56-10,202609~202808,신규,-,,,연립다세대
합정,7666,서울특별시 마포구 합정동,358-26,0358,0026,신화그린빌라1,전세,48.0500,202608,05,"28,000",0,2,1993,토정로5길 23,202610~202810,신규,-,,,연립다세대
홍대,7671,서울특별시 마포구 동교동,147-40,0147,0040,(147-40),월세,45.8900,202608,05,"20,000",70,3,2001,양화로23길 4-7,202608~202808,신규,-,,,연립다세대
건대입구,7684,서울특별시 광진구 자양동,663-18,0663,0018,파랑새빌라(663-18),월세,59.8300,202608,05,"13,000",76,5,2002,자양로5길 45-5,202609~202809,갱신,사용,"13,000",70,연립다세대
건대입구,7685,서울특별시 광진구 자양동,609-20,0609,0020,(609-20),월세,33.7800,202608,05,"6,000",49,2,2013,뚝섬로45길 5-2,202608~202808,갱신,-,"6,000",46,연립다세대
건대입구,7687,서울특별시 광진구 자양동,637-13,0637,0013,주명그린빌,전세,48.0300,202608,05,"36,300",0,3,2015,뚝섬로52나길 7,202608~202808,갱신,-,"34,600",0,연립다세대
건대입구,7688,서울특별시 광진구 자양동,52-89,0052,0089,미산빌8차,월세,16.4400,202608,05,"1,000",70,5,2021,능동로3나길 25,202608~202808,신규,-,,,연립다세대
건대입구,7689,서울특별시 광진구 자양동,16-39,0016,0039,(16-39),전세,28.3400,202608,05,"30,000",0,6,2026,아차산로22길 17-6,202609~202809,신규,-,,,연립다세대
홍대,7742,서울특별시 마포구 서교동,485-14,0485,0014,영진,월세,45.6200,202608,05,"1,000",75,2,1971,동교로12길 21,202609~202809,신규,-,,,연립다세대
홍대,7746,서울특별시 마포구 서교동,484-34,0484,0034,서교그린빌라,전세,57.4400,202608,05,"28,000",0,2,1996,동교로12안길 22,202609~202703,갱신,-,"31,000",0,연립다세대
노원,7761,서울특별시 노원구 공릉동,621-1,0621,0001,수정아트,월세,19.9500,202608,05,"5,500",16,3,2011,동일로174길 9-60,202609~202809,신규,-,,,연립다세대
노원,7762,서울특별시 노원구 공릉동,609-55,0609,0055,(609-55),월세,15.3400,202608,05,"1,000",60,2,2012,동일로173길 36,202608~202808,신규,-,,,연립다세대
노원,7763,서울특별시 노원구 공릉동,415-82,0415,0082,(415-82),월세,24.0000,202608,05,"1,000",50,3,2015,공릉로41가길 9,202608~202708,신규,-,,,연립다세대
성수,7766,서울특별시 성동구 성수동1가,685-251,0685,0251,다솜가,전세,33.9700,202608,05,"21,500",0,4,2001,서울숲6길 6,202608~202808,신규,-,,,연립다세대
성수,7775,서울특별시 성동구 성수동1가,685-251,0685,0251,다솜가,전세,33.9700,202608,05,"21,500",0,4,2001,서울숲6길 6,202608~202808,신규,-,,,연립다세대
역삼,7791,서울특별시 강남구 역삼동,661-13,0661,0013,리치빌,전세,27.7800,202608,05,"18,500",0,4,2003,언주로103길 19,202608~202808,신규,-,,,연립다세대
