동네,NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
안암,5920,서울특별시 성북구 안암동5가,12-4,0012,0004,하우재,월세,25.2400,202608,10,"3,000",130,2,2022,개운사길 60-21,202608~202702,신규,-,,,연립다세대
노원,5940,서울특별시 노원구 월계동,292-62,0292,0062,태광빌라,전세,49.0800,202608,10,"20,000",0,2,1989,월계로 338-8,202612~202811,신규,-,,,연립다세대
노원,5963,서울특별시 노원구 공릉동,107-121,0107,0121,묵당,월세,84.7000,202608,10,"1,000",45,2,2009,화랑로51가길 11-20,202608~202802,신규,-,,,연립다세대
노원,5964,서울특별시 노원구 공릉동,609-55,0609,0055,(609-55),월세,21.0900,202608,10,"1,000",62,2,2012,동일로173길 36,202609~202809,신규,-,,,연립다세대
노원,5965,서울특별시 노원구 공릉동,395-4,0395,0004,에덴빌라,월세,27.0900,202608,10,"2,000",60,5,2012,동일로190길 21,202608~202708,신규,-,,,연립다세대
수유,5973,서울특별시 강북구 수유동,468-235,0468,0235,샤이어빌,전세,42.0000,202608,10,"22,680",0,2,2020,인수봉로32길 25,202609~202809,갱신,-,"24,000",0,연립다세대
수유,5974,서울특별시 강북구 수유동,468-235,0468,0235,샤이어빌,전세,42.0000,202608,10,"22,680",0,2,2020,인수봉로32길 25,202609~202809,갱신,-,"24,000",0,연립다세대
수유,5975,서울특별시 강북구 수유동,508-103,0508,0103,오크빌리지,전세,56.7100,202608,10,"22,700",0,2,2016,인수봉로51길 42,202608~202808,갱신,-,"22,700",0,연립다세대
수유,5976,서울특별시 강북구 수유동,472-134,0472,0134,한솔에코빌B동,전세,29.7900,202608,10,"15,000",0,2,2015,인수봉로42길 26,202609~202809,신규,-,,,연립다세대
수유,5977,서울특별시 강북구 수유동,472-197,0472,0197,거유주택,월세,43.7800,202608,10,"3,000",60,2,1995,수유로 17,202609~202809,신규,-,,,연립다세대
수유,5980,서울특별시 강북구 수유동,125-7,0125,0007,해민하이츠빌라(가동),월세,34.7000,202608,10,"9,000",23,4,1994,삼양로92길 29,202610~202810,갱신,사용,"8,800",21,연립다세대
역삼,5981,서울특별시 강남구 역삼동,661-5,0661,0005,학수빌,월세,28.0400,202608,10,"13,900",30,3,2011,봉은사로38길 34,202610~202810,갱신,-,"12,900",30,연립다세대
합정,5990,서울특별시 마포구 합정동,358-26,0358,0026,신화그린빌라1,전세,48.0500,202608,10,"28,000",0,2,1993,토정로5길 23,202609~202809,신규,-,,,연립다세대
노원,5992,서울특별시 노원구 상계동,77-2,0077,0002,제일빌라,월세,49.0700,202608,10,"2,000",28,2,1992,덕릉로122길 9-3,202608~202808,신규,-,,,연립다세대
노원,5993,서울특별시 노원구 상계동,136-6,0136,0006,그린씨티빌,월세,33.5200,202608,10,"16,500",15,4,2009,한글비석로24마길 101,202610~202810,신규,-,,,연립다세대
노원,5994,서울특별시 노원구 상계동,404-8,0404,0008,용진쉐르빌,월세,36.3400,202608,10,"3,000",80,4,2010,한글비석로47길 99,202609~202809,신규,-,,,연립다세대
노원,5995,서울특별시 노원구 상계동,1019-69,1019,0069,호연빌리지,월세,29.9800,202608,10,"3,000",34,5,2010,동일로230나길 19,202610~202810,신규,-,,,연립다세대
노원,5996,서울특별시 노원구 상계동,367-11,0367,0011,카사밀라,월세,14.2300,202608,10,"1,000",52,3,2013,상계로 97-4,202608~202708,신규,-,,,연립다세대
역삼,6004,서울특별시 강남구 역삼동,794-34,0794,0034,(794-34),월세,31.8900,202608,10,"18,700",8,4,2003,도곡로17길 24-3,202608~202808,갱신,사용,"18,700",4,연립다세대
역삼,6016,서울특별시 강남구 역삼동,747-12,0747,0012,현대하이츠(747-12),월세,52.0800,202608,10,"20,000",100,3,1988,역삼로23길 10,202609~202809,신규,-,,,연립다세대
역삼,6017,서울특별시 강남구 역삼동,745-36,0745,0036,역삼빌라A(745-36),월세,34.9500,202608,10,"8,000",50,-1,1988,역삼로19길 33,202608~202808,신규,-,,,연립다세대
역삼,6018,서울특별시 강남구 역삼동,725-68,0725,0068,제이하우스,월세,26.6600,202608,10,"15,000",19,2,2000,역삼로25길 34,202608~202708,신규,-,,,연립다세대
역삼,6030,서울특별시 강남구 역삼동,660-6,0660,0006,금정빌라,전세,59.9300,202608,10,"27,000",0,3,2001,언주로103길 49,202609~202809,신규,-,,,연립다세대
상도,6075,서울특별시 동작구 상도동,214-92,0214,0092,(214-92),월세,70.1100,202608,10,"3,000",100,-1,1996,양녕로20길 52,202608~202808,신규,-,,,연립다세대
상도,6076,서울특별시 동작구 상도동,285-9,0285,0009,성종,전세,68.0400,202608,10,"30,000",0,3,2010,국사봉길 163,202612~202812,신규,-,,,연립다세대
상도,6077,서울특별시 동작구 상도동,17-56,0017,0056,위너스힐,월세,12.6300,202608,10,"2,000",43,2,2011,만양로2길 8,202608~202808,신규,-,,,연립다세대
상도,6078,서울특별시 동작구 상도동,214-350,0214,0350,쉐어하우스,월세,12.9600,202608,10,"8,400",5,3,2012,양녕로26나길 23,202611~202811,갱신,-,"8,400",5,연립다세대
상도,6079,서울특별시 동작구 상도동,378-2,0378,0002,심쿵,월세,31.1400,202608,10,576,21,5,2018,국사봉1길 209,202609~202810,신규,-,,,연립다세대
상도,6080,서울특별시 동작구 상도동,378-2,0378,0002,심쿵,월세,31.1400,202608,10,"1,440",19,5,2018,국사봉1길 209,202609~202810,신규,-,,,연립다세대
상도,6081,서울특별시 동작구 상도동,378-2,0378,0002,심쿵,월세,42.9100,202608,10,"2,025",26,3,2018,국사봉1길 209,202609~202810,신규,-,,,연립다세대
사당,6100,서울특별시 동작구 사당동,178-5,0178,0005,성락힐타운,전세,42.5700,202608,10,"17,000",0,1,1986,사당로27길 245,202610~202810,신규,-,,,연립다세대
사당,6101,서울특별시 동작구 사당동,180-85,0180,0085,선영가동,전세,40.4700,202608,10,"13,000",0,-1,1988,사당로23길 247,202609~202809,신규,-,,,연립다세대
사당,6102,서울특별시 동작구 사당동,437-44,0437,0044,더하우스9차,전세,62.1900,202608,10,"43,000",0,3,2008,남부순환로265길 64,202608~202808,갱신,-,"40,000",0,연립다세대
사당,6103,서울특별시 동작구 사당동,446-38,0446,0038,(446-38),전세,22.1500,202608,10,"15,000",0,2,2012,남부순환로257가길 17,202608~202808,신규,-,,,연립다세대
홍대,6136,서울특별시 마포구 서교동,381-38,0381,0038,(381-38),월세,29.2300,202608,10,"15,000",47,3,2019,월드컵로8길 40-9,202609~202809,신규,-,,,연립다세대
홍대,6176,서울특별시 마포구 서교동,380-8,0380,0008,사이언스밸리,월세,45.9900,202608,10,"27,000",5,4,2012,양화로7안길 26,202608~202808,갱신,-,"27,000",0,연립다세대
홍대,6177,서울특별시 마포구 서교동,451-14,0451,0014,진흥푸르지오(451-14),월세,84.3000,202608,10,"1,000",100,4,2008,월드컵북로5길 54-18,202608~202808,신규,-,,,연립다세대
홍대,6179,서울특별시 마포구 서교동,333-44,0333,0044,WhiteVille,월세,20.6800,202608,10,"2,000",64,2,2002,와우산로29마길 15-6,202608~202808,신규,-,,,연립다세대
홍대,6180,서울특별시 마포구 동교동,200-19,0200,0019,오비브하우스,월세,46.8000,202608,10,"5,500",70,4,2002,동교로25길 14,202608~202808,신규,-,,,연립다세대
신림,6194,서울특별시 관악구 신림동,409-291,0409,0291,동방주택8차1동,월세,36.8300,202608,10,"7,300",15,-1,1990,서원7길 15,202609~202809,갱신,-,"7,300",15,연립다세대
신림,6195,서울특별시 관악구 신림동,598-83,0598,0083,대흥빌라,월세,41.6400,202608,10,"11,400",20,1,1996,법원단지5길 85,202609~202809,신규,-,,,연립다세대
신림,6196,서울특별시 관악구 신림동,409-308,0409,0308,하니빌,월세,44.4300,202608,10,"1,000",60,4,2002,서원4길 6,202608~202808,신규,-,,,연립다세대
신림,6197,서울특별시 관악구 신림동,464-13,0464,0013,우현빌,전세,49.9600,202608,10,"29,000",0,3,2014,관천로11길 33,202608~202805,신규,-,,,연립다세대
건대입구,6205,서울특별시 광진구 화양동,46-16,0046,0016,샤인빌,월세,20.3200,202608,10,"7,000",50,3,2008,아차산로25길 28,202608~202808,신규,-,,,연립다세대
공덕,6215,서울특별시 마포구 공덕동,242-58,0242,0058,신흥연립가동,전세,65.4900,202608,10,"30,450",0,2,1977,만리재옛길 25,202609~202809,갱신,사용,"29,000",0,연립다세대
건대입구,6216,서울특별시 광진구 자양동,16-39,0016,0039,(16-39),전세,21.0300,202608,10,"30,000",0,6,2026,아차산로22길 17-6,202608~202808,신규,-,,,연립다세대
건대입구,6217,서울특별시 광진구 자양동,800-9,0800,0009,그린빌,전세,52.1100,202608,10,"31,500",0,2,2007,자양번영로10길 5-6,202609~202809,신규,-,,,연립다세대
건대입구,6218,서울특별시 광진구 자양동,13-50,0013,0050,(13-50),월세,46.6200,202608,10,"3,000",140,4,2007,아차산로24길 7,202608~202808,신규,-,,,연립다세대
건대입구,6272,서울특별시 광진구 구의동,251-26,0251,0026,광진팰리스,월세,15.1900,202608,10,60,31,9,2019,자양로 144-1,202608~202812,신규,-,,,연립다세대
건대입구,6273,서울특별시 광진구 구의동,242-120,0242,0120,(242-120),월세,17.4400,202608,10,"2,000",48,2,2013,자양로18길 67-9,202608~202808,신규,-,,,연립다세대
왕십리,6274,서울특별시 성동구 행당동,1-55,0001,0055,(1-55),월세,40.2500,202608,10,"1,000",60,3,2003,마조로9길 12-5,202608~202808,신규,-,,,연립다세대
왕십리,6281,서울특별시 성동구 행당동,304-21,0304,0021,행당리치빌,월세,16.1700,202608,10,"2,000",65,4,2015,행당로9길 20-25,202608~202808,신규,-,,,연립다세대
왕십리,6282,서울특별시 성동구 행당동,302-22,0302,0022,아트빌라,전세,29.6100,202608,10,"21,500",0,3,2015,왕십리로21마길 3-16,202609~202809,갱신,사용,"20,500",0,연립다세대
왕십리,6283,서울특별시 성동구 행당동,292-5,0292,0005,리앤리빌행당,전세,28.6900,202608,10,"34,000",0,4,2023,왕십리로21가길 8,202610~202810,신규,-,,,연립다세대
사당,6306,서울특별시 동작구 사당동,220-26,0220,0026,다다미디어(220-26),월세,38.3000,202608,09,"6,000",75,3,2002,사당로9다길 12,202609~202809,신규,-,,,연립다세대
사당,6307,서울특별시 동작구 사당동,62-3,0062,0003,(62-3),월세,50.6600,202608,09,0,50,3,2006,동작대로35가길 87,202608~202808,신규,-,,,연립다세대
사당,6308,서울특별시 동작구 사당동,183-39,0183,0039,가온빌,전세,29.8400,202608,09,"26,250",0,2,2019,사당로2아길 14-9,202608~202808,신규,-,,,연립다세대
사당,6309,서울특별시 동작구 사당동,183-39,0183,0039,가온빌,전세,29.8400,202608,09,"26,250",0,2,2019,사당로2아길 14-9,202608~202808,갱신,-,"25,000",0,연립다세대
홍대,6315,서울특별시 마포구 서교동,342-12,0342,0012,오즈빌딩,월세,37.1700,202608,09,"2,000",110,5,1996,와우산로23길 14,202608~202808,신규,-,,,연립다세대
역삼,6317,서울특별시 강남구 역삼동,796,0796,0000,(796-0),전세,27.0000,202608,09,"13,900",0,3,2001,논현로67길 17,202609~202809,갱신,사용,"13,900",0,연립다세대
수유,6321,서울특별시 강북구 수유동,169-4,0169,0004,행루즈,월세,25.6300,202608,09,"10,500",29,2,2012,도봉로97길 22,202608~202808,신규,-,,,연립다세대
수유,6322,서울특별시 강북구 수유동,335-13,0335,0013,현대베스트빌(가동),월세,41.3000,202608,09,"2,000",60,5,2008,삼양로112길 9-7,202608~202808,신규,-,,,연립다세대
건대입구,6333,서울특별시 광진구 자양동,57-131,0057,0131,팰리스빌자양3,전세,19.5400,202608,09,"18,000",0,2,2021,뚝섬로24길 68,202610~202810,신규,-,,,연립다세대
건대입구,6338,서울특별시 광진구 자양동,57-131,0057,0131,팰리스빌자양3,전세,19.5400,202608,09,"18,000",0,2,2021,뚝섬로24길 68,202610~202810,신규,-,,,연립다세대
상도,6339,서울특별시 동작구 상도동,126-5,0126,0005,백촌타운,월세,68.1500,202608,09,"3,000",70,3,1983,상도로68길 15,202608~202808,갱신,-,"2,000",55,연립다세대
안암,6349,서울특별시 성북구 안암동5가,12-166,0012,0166,(12-166),월세,14.1300,202608,09,"1,000",75,3,2012,고려대로27길 52-9,202608~202708,신규,-,,,연립다세대
신림,6358,서울특별시 관악구 신림동,1421-31,1421,0031,(1421-31),전세,15.1800,202608,09,"10,000",0,9,2015,신림로66길 28,202609~202809,신규,-,,,연립다세대
신림,6359,서울특별시 관악구 신림동,613-13,0613,0013,은연재,월세,15.5600,202608,09,"1,000",50,7,2013,난우2길 9,202608~202708,신규,-,,,연립다세대
신림,6362,서울특별시 관악구 신림동,646-261,0646,0261,신한(646-261),전세,35.7500,202608,09,"10,000",0,1,1992,난곡로26길 95-19,202609~202809,신규,-,,,연립다세대
회기,6392,서울특별시 동대문구 회기동,60-89,0060,0089,(60-89),월세,13.5200,202608,08,"2,000",55,1,2013,경희대로1나길 3,202608~202708,신규,-,,,연립다세대
사당,6402,서울특별시 동작구 사당동,278-116,0278,0116,진영파크빌가동,전세,53.9800,202608,08,"25,000",0,3,2004,사당로16마길 37,202608~202808,갱신,-,"22,000",0,연립다세대
사당,6403,서울특별시 동작구 사당동,427-17,0427,0017,은탁아트빌,월세,52.6500,202608,08,"9,000",64,5,2006,동작대로11가길 19,202610~202810,신규,-,,,연립다세대
사당,6404,서울특별시 동작구 사당동,429-6,0429,0006,에벤에셀,월세,46.6800,202608,08,"25,000",49,4,2013,동작대로11가길 8,202611~202810,신규,-,,,연립다세대
사당,6405,서울특별시 동작구 사당동,217-7,0217,0007,가온누리,월세,11.6200,202608,08,"3,000",50,5,2014,사당로 178,202608~202808,신규,-,,,연립다세대
사당,6406,서울특별시 동작구 사당동,91-158,0091,0158,(91-158),전세,29.6900,202608,08,"34,000",0,2,2022, ,202609~202809,신규,-,,,연립다세대
청량리,6419,서울특별시 동대문구 청량리동,61-188,0061,0188,중앙빌라,월세,52.5200,202608,08,"20,000",15,1,1997,제기로33길 7-8,202609~202809,신규,-,,,연립다세대
수유,6421,서울특별시 강북구 수유동,709-25,0709,0025,명진주택C,전세,50.1500,202608,08,"25,000",0,2,2022,한천로170길 97,202610~202810,신규,-,,,연립다세대
수유,6422,서울특별시 강북구 수유동,270-19,0270,0019,아산피렌체(270-19),월세,28.9800,202608,08,"3,500",110,4,2019,한천로166길 26-4,202608~202808,신규,-,,,연립다세대
수유,6423,서울특별시 강북구 수유동,401-30,0401,0030,시즌빌라,월세,29.6400,202608,08,"1,000",80,4,2013,삼양로88가길 12-2,202610~202810,신규,-,,,연립다세대
노원,6451,서울특별시 노원구 공릉동,506-29,0506,0029,(506-29),월세,12.0700,202608,08,"2,000",37,2,2011,동일로186길 76,202608~202802,신규,-,,,연립다세대
안암,6517,서울특별시 성북구 안암동5가,12-166,0012,0166,(12-166),월세,14.1300,202608,08,"1,000",70,4,2012,고려대로27길 52-9,202608~202708,신규,-,,,연립다세대
안암,6521,서울특별시 성북구 안암동5가,102-67,0102,0067,영산빌딩,월세,16.9200,202608,08,"1,000",60,3,2013,고려대로22길 15,202608~202708,신규,-,,,연립다세대
성수,6524,서울특별시 성동구 성수동2가,299-247,0299,0247,대보빌라(B동),전세,57.7900,202608,08,"25,400",0,3,1994,광나루로4길 7-1,202608~202808,갱신,-,"23,100",0,연립다세대
성수,6533,서울특별시 성동구 성수동2가,269-236,0269,0236,정안맨션6차,전세,54.0000,202608,08,"36,000",0,2,1985,뚝섬로17길 15,202609~202809,신규,-,,,연립다세대
노원,6534,서울특별시 노원구 월계동,400-1,0400,0001,MAIBAUM,월세,12.0900,202608,08,"1,000",40,2,2011,광운로7길 10-7,202608~202708,신규,-,,,연립다세대
노원,6535,서울특별시 노원구 월계동,400-1,0400,0001,MAIBAUM,월세,12.0700,202608,08,"1,000",39,3,2011,광운로7길 10-7,202608~202708,신규,-,,,연립다세대
성수,6537,서울특별시 성동구 성수동2가,216-23,0216,0023,강변빌라트,월세,71.0100,202608,08,"2,000",93,2,2003,둘레길 141,202609~202709,신규,-,,,연립다세대
신림,6558,서울특별시 관악구 신림동,120-13,0120,0013,(120-13),월세,49.2900,202608,08,800,65,-1,1986,서림6길 34-5,202608~202808,신규,-,,,연립다세대
신림,6559,서울특별시 관악구 신림동,1629-96,1629,0096,동산빌라,전세,31.3200,202608,08,"8,600",0,-1,1993,문성로30길 21-4,202610~202810,신규,-,,,연립다세대
신림,6560,서울특별시 관악구 신림동,1457-12,1457,0012,파인빌,월세,26.2100,202608,08,"21,000",8,3,2014,봉천로4길 64-5,202610~202810,신규,-,,,연립다세대
신림,6561,서울특별시 관악구 신림동,626-37,0626,0037,초이스빌(626-37),월세,36.5900,202608,08,"23,000",20,2,2014,난곡로34길 55-3,202609~202909,갱신,-,"23,000",0,연립다세대
신림,6562,서울특별시 관악구 신림동,1664-25,1664,0025,1664-25,월세,14.4200,202608,08,"1,000",63,3,2015,시흥대로160길 26,202608~202708,신규,-,,,연립다세대
